你就是个猪tou,1349957816,0,1,610100,说爱就爱  说走就走  潇洒快乐,能唱火就是人家的本事 同样的道理人家有钱就是牛逼 你能把人家咋滴,1569545579,0,2019-07-25 20:04:13
Soloman仙人掌,1497671971,0,2,100,To Be a world citizen,楼主是蜉蝣如游空，跟你一起作战过隐酱的。,1569505477,0,2019-07-25 20:03:57
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,你也有份，祝福你,1569524201,0,2019-07-25 20:03:32
怡阑珊,75135819,0,2,100,,看来就是下一个蔡徐坤,1569505420,0,2019-07-25 20:01:34
波莉海妮娅之歌,79667805,0,2,100,总会记得你，然而你已忘记,社 会 险 恶 不会让 错 事 变 成 对的， 也 许 很 多事 情有 黑 有 白还 有灰 但 好在 我 们 还有f alv 那 么falv现 在 判 定 这 不 是 对 的 你 还 有 事 儿 么？还 是 你 跟 fa lv 去 说啊   社 会  险 恶 ？对，因 为 你 这  种 人 有 点 多 。,1569520187,0,2019-07-25 20:01:19
怡阑珊,75135819,0,2,100,,因为她不懂什么是制作人什么是编曲,1569507336,0,2019-07-25 20:00:36
乔纳森乔斯坦,617725332,0,1,420100,,原曲Super  love,1569528906,0,2019-07-25 20:00:18
1边嘴角上翘,86962573,0,1,371100,,这歌哪地方对我来说好听。我用得着你来分析？喝醉了吧？兄台。,1569485442,0,2019-07-25 20:00:17
乔纳森乔斯坦,617725332,0,1,420100,,切，我也笑了,1569487363,0,2019-07-25 19:57:15
Blessing胡萝卜,475563451,18,2,320700,努力变得更优秀,这和用没用过有什么关系？我以前看过盗版小说，在我有版权意识以后，我就改了。你到底明不明白？还有你想表达什么,1569495352,0,2019-07-25 19:57:10
泰拉来世时,1295597227,14,1,310101,一直期待着泰拉瑞亚：来世。然而我发现，这游戏恐怕真的要来世才能见到了。。。。。,花粥（❎）花京院典明粥（✔️）,1569496294,2,2019-07-25 19:56:13
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,什么叫讽刺与艺术也得从基础学起,1569480446,0,2019-07-25 19:55:34
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,我的天,1569483454,0,2019-07-25 19:55:08
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,不懂黑红吗,1569513118,0,2019-07-25 19:54:50
半盏落寞,104150559,0,1,230100,啧。,法律大概没有翻唱追责这条。他并不完美也不国际化。,1569489353,0,2019-07-25 19:54:30
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,碍事,1569511102,0,2019-07-25 19:54:04
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,大势已成,1569522992,0,2019-07-25 19:53:59
Soloman仙人掌,1497671971,0,2,100,To Be a world citizen,不是太单纯不相信是个毒药，就是觉得世界上只有hz这颗毒药。,1569490309,0,2019-07-25 19:53:52
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,你这是干嘛,1569480399,0,2019-07-25 19:53:45
艾茉柔_小DVa的口香糖,119525069,16,2,370300,蠢萌的艾茉柔Ծ ̮ Ծ,属实没有版权意识的睿智。你老婆爽了就行管她在谁的床上呢是吧。这歌好听，也就原曲旋律好听，还是复制粘贴来的（说抄袭都是侮辱抄袭）说实话填词和唱功都没给这曲子增色多少你在这里舔你花大爷🐴的批？我觉得你去原曲下面评论个好听也没这么多明白人喷你。,1569529617,0,2019-07-25 19:53:33
JennyEll,369501866,0,0,320100,,唉。。拿了原封不动的伴奏，说是买了无盈利授权，咋就不标注原作者呢，惆怅。。,1569497233,0,2019-07-25 19:53:24
半盏落寞,104150559,0,1,230100,啧。,区别只是在花粥这里翻唱花没花钱罢了。好吧，如果有人送你一件赝品衣服呢，这样是不是可以理解了？,1569518052,0,2019-07-25 19:53:06
吃柠檬的象拔蚌,564343578,0,0,445100,,有人不知悔改，迷雾中混淆黑白。哈哈哈哈哈，真是讽刺[撇嘴],1569505228,1,2019-07-25 19:52:50
1边嘴角上翘,86962573,0,1,371100,,你来跟我说一下，她抄袭跟我有什么关系，你说说我听听来,1569516982,0,2019-07-25 19:50:41
景墨cc,535176558,0,2,321100,,友军被误伤哈哈哈哈[多多耍酷][多多耍酷][多多耍酷][多多耍酷],1569498118,0,2019-07-25 19:48:58
吔梁非凡的si,1583735585,0,1,1010000,,宁个刷屏的👶👶给👴爬,1569475398,0,2019-07-25 19:48:19
怡阑珊,75135819,0,2,100,,打出山就行直接搜到原曲,1569507981,0,2019-07-25 19:46:12
怡阑珊,75135819,0,2,100,,在其他平台可以搜的到,1569505947,1,2019-07-25 19:44:57
愚者_项空月,296094452,19,1,130300,让你终是求不得,盗版破解搞垮了中国游戏行业,1569514886,0,2019-07-25 19:44:49
